Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,JP,XX,,5.5,leather products (large),,Q,O
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,JP,XX,1,16.32,leather products (small),,Q,O
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,FR,XX,,13.17,carvings,,Q,O
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,FR,XX,1,,leather products (large),,Q,O
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,FR,XX,2,,leather products (small),,Q,O
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,US,XX,,3,bodies,,Q,O
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MY,SG,PH,1,,leather products (small),,T,D
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,NO,CH,ZW,1,,leather products (small),,T,R
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,PT,SN,,85,,leather products (small),,T,D
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,RU,NA,,,1,rug,,H,W
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,SA,TR,ZA,,1,garments,,T,W
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,SG,FR,XX,,1,leather products (small),,T,O
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,SN,US,XX,,1,leather products (small),,L,I
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,CH,ZW,5,,leather products (small),,T,C
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,CH,ZW,17,,leather products (small),,T,R
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,CH,ZW,26,,leather products (small),,T,W
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,ES,ZA,18,,skins,,T,C
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,ES,ZW,60,,skins,,T,C
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,ES,ZW,1,,skins,,T,W
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,IT,ZA,2,,leather products (small),,T,C
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,NL,ZW,1,,leather products (small),,T,W
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TW,FR,ZW,,1,leather products (small),,T,C
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,UG,AE,SN,2,,leather products (small),,E,W
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,UG,AE,XX,2,,leather products (small),,E,W
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,CA,XX,21,,leather products (small),,T,I
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,CH,XX,3,,leather products (small),,T,I
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,ES,IL,24,,leather products (small),,T,R
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,FR,ZW,,3,leather products (small),,T,R
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,GB,XX,1,,leather products (large),,P,I
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,GB,XX,1,,leather products (small),,T,I
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,KR,XX,2,,leather products (small),,P,I
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,LT,XX,1,,leather products (small),,P,I
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,MX,XX,2,,garments,,P,I
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,MX,XX,2,,leather products (small),,P,I
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,NA,,,1,skins,,H,W
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,NA,,,2,trophies,,H,W
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,SD,,2,,leather products (small),,P,I
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,SG,XX,1,,leather products (small),,P,I
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,TH,XX,1,,leather products (small),,T,I
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,TR,ZW,,4,leather products (small),,T,C
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,ZM,XX,1,,leather products (small),,P,I
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,ZA,NA,,,1,trophies,,H,W
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,AE,FR,MY,,1,garments,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,AE,FR,PH,,3,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,AE,FR,TH,,3,garments,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,AE,FR,TH,,2,leather products (large),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,AE,FR,TH,,35,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,AE,IT,PH,,2,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,AE,IT,TH,,16,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,AE,IT,US,,1,leather products (small),,P,C
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,AU,FR,TH,,11,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,AU,IT,TH,,1,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,AU,SG,,,14750,teeth,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,AZ,IT,PH,,2,leather products (large),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,AZ,IT,PH,,1,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,AZ,IT,TH,,1,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,BD,MY,,,100,live,,T,C
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,BH,FR,PH,,1,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,BH,FR,TH,,3,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,BL,IT,TH,,13,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,BN,FR,MY,,2,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,BR,FR,TH,,3,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CG,IT,PH,,1,leather products (small),,P,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CH,DE,TH,,3,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CH,FR,MY,,1,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CH,FR,PH,,7,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CH,FR,TH,,7,carvings,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CH,FR,TH,,4,garments,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CH,FR,TH,,1.5,leather products (large),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CH,FR,TH,,168.16,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CH,FR,TH,,5,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CH,GB,AU,,10,leather products (small),,T,R
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CH,IT,PH,,13,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,FR,MY,,4,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,FR,PH,3,,leather products (large),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,FR,PH,333,100,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,FR,TH,,3,carvings,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,FR,TH,1,0.33,garments,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,FR,TH,17,,leather products (large),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,FR,TH,572,494,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,FR,TH,,33,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,IT,AU,,1,leather products (small),,T,R
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,IT,MY,,2,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,IT,PH,6,,jewellery,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,IT,PH,4,,leather products (large),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,IT,PH,5,28,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,IT,SG,,11,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,IT,ZW,,2,leather products (small),,T,C
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,MY,,,1,bodies,,P,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,MY,,,1,bodies,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,MY,,1250,1250,live,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,SG,MY,5,5,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,SG,PH,5,,skins,,E,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,SG,PH,,5,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,SG,TH,72,72,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,SG,,2324,5224,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,TH,,1300,,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,DE,MY,XX,,2,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,DE,MY,,2,,tails,,P,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,AE,TH,3,,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,CA,XX,1,,leather products (small),,Q,O
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,CH,AU,7,,leather products (small),,T,C
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,CH,TH,2,,garments,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,CH,TH,2,,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,CN,PH,1,1,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,CN,TH,,1,leather products (large),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,CN,TH,6,8,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,HK,TH,,2,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,KR,PH,1,,garments,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,KR,TH,1,,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,MC,XX,7,15,leather products (small),,T,O
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,MO,TH,1,1,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,MY,,13,13,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,SG,MY,2327,2327,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,SG,PH,,45,bodies,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,SG,PH,1110,1065,skin pieces,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,SG,XX,2,,leather products (small),,Q,O
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,SG,,515,515,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,TH,,7486,,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,TR,TH,1,1,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,GB,MY,,,1,skulls,,P,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,GB,SG,PH,,1,carvings,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,CH,TH,3,,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,FR,MY,2,,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,FR,MY,1,,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,FR,PH,1,,leather products (large),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,FR,PH,42,25,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,FR,TH,370,184,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,FR,TH,40,2,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,FR,XX,1,1,leather products (small),,T,O
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,IT,MY,2,,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,IT,PH,14,,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,IT,SG,2,,jewellery,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,IT,SG,9,,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,IT,ZW,2,,leather products (small),,T,C
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,MY,,35.4,,bodies,kg,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,MY,,49,60,bones,kg,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,MY,,,15,meat,kg,P,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,MY,,1449,1690,meat,kg,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,MY,,95.5,,skins,kg,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,MY,,,90,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,SG,MY,22,22,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,SG,PH,5,5,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,SG,TH,7,7,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,SG,,5520,5520,oil,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,SG,,,48,skin pieces,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,TH,,24,,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,TH,,3,,skins,,Q,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,TH,,100,,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,TH,,312,,skin pieces,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,TH,,1,,trophies,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,ID,FR,MY,,1,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,ID,FR,TH,,5,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,ID,IT,ZW,,1,leather products (small),,P,C
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,CH,PH,1,,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,CH,TH,1,,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,CN,PH,12,,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,CN,TH,1,,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,MY,,,13,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,MY,,,1,skulls,,P,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,SG,MY,8,10,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,SG,PH,154,122,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,TH,,85,,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,BD,,600,,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,CH,PH,12,,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,FR,MY,21,21,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,FR,TH,1,1,garments,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,FR,TH,1,,leather products (small),,T,C
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,FR,TH,57,60,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,GB,MY,3,,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,IT,PH,5,11,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,SG,MY,57,94,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KP,CN,,,1,bodies,,E,U
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,ES,MY,,5,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,ES,SG,,4,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,ES,TH,,52,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,FR,MY,,4,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,FR,MY,,3,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,FR,PH,,7,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,FR,SG,,37,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,FR,TH,,148,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,FR,TH,,2,leather products (small),,T,R
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,FR,TH,,15,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,HK,PH,,1,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,IT,AU,,16,leather products (small),,T,R
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,IT,PH,,3,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,IT,TH,,4,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,PH,XX,,20,oil,l,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,SG,PH,,16,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KW,FR,TH,,2,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KW,IT,TH,,1,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KZ,FR,PH,,2,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KZ,FR,TH,,1,garments,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,LB,FR,PH,,1,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,LB,FR,TH,,2,garments,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,LB,FR,TH,,16,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,LB,IT,SG,,2,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MC,FR,XX,11,4,leather products (small),,T,O
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MC,FR,XX,1,,leather products (small),,T,U
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MC,IT,PH,3,3,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MO,FR,PH,30,22,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MO,FR,TH,177,106,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MO,IT,PH,2,,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MO,IT,SG,4,,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MY,FR,IT,2,,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MY,FR,MY,9,6,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MY,FR,TH,9,12,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MY,SG,MY,321,91,skins,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MY,SG,MY,,230,skin pieces,,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MY,SG,PH,,2,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,PH,SG,PH,103,103,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,QA,FR,TH,,9,leather products (small),,T,D
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,RU,FR,PH,,7,leather products (small),,T,D
